Car Name,Kilometers,Fuel,Transmission,Registration,EMI,Final Price,Location
2015 Honda City,99674,Diesel,Manual,WB-08,"EMI ₹6,684/m*",₹4.13 lakh, police line colony block number 24 room number 2 Jhansi
2019 Honda Amaze,97334,Petrol,Manual,WB-42,₹1.45L₹1.42 lakh,₹4.65 lakh, New prakash motors Kanpur highway Jhansi
2014 Ford Ecosport,74697,Petrol,Manual,WB-40,"EMI ₹7,238/m*",₹4.03 lakh, Deen Dayal Nagar Jhansi Uttar Pradesh
2023 Nissan MAGNITE,63492,Petrol,Manual,WB-42,₹4.10 lakh,₹28.74 lakh, Hansari jhansi Krishna niwas Jhansi
2019 Honda Amaze,60125,Petrol,Manual,WB-42,"EMI ₹14,660/m*",₹8.44 lakh, JHANSI JHANSI Jalalpura
2023 Tata NEXON,10088,Petrol,Manual,WB-44,₹1.65 lakh,₹10.78 lakh, Medical college gate number 2 MK home hospi Aaradhya blood centre Jhansi 8840366136 Jhansi
2017 Mahindra XUV500,86602,Diesel,Manual,WB-42,"EMI ₹10,592/m*",Account , Cantt Jhansi Uttar Pradesh
2023 Maruti Ertiga,9287,Petrol,Manual,WB-42,₹6.25L₹6.00 lakh,Account , Bus stand Jalalpura
2015 Hyundai Grand i10,152926,Diesel,Manual,WB-42,"EMI ₹3,407/m*",Account , Shivaji Nagar Jhansi Uttar Pradesh
2022 Mahindra XUV700,48306,Diesel,Manual,WB-42,₹1.93 lakh,Account , Madhuban tent house dadiyapura jhansi
2015 Tata Zest,55423,Petrol,Manual,WB-70,"EMI ₹11,026/m*",Account , Civil Lines Jhansi Uttar Pradesh
2015 Mahindra XUV500,100469,Diesel,Manual,WB-42,₹5.64 lakh,Account , null Neo Meridian building Behind new collectorate building
2018 Honda City,74004,Petrol,Manual,WB-88,"EMI ₹6,708/m*",Account , Jhansi Lahargird Uttar Pradesh
2014 Volkswagen Polo,133313,Diesel,Manual,WB-38,₹3.80 lakh,Account , Sanora Kelasparbat Barua Sagar Uttar Pradesh
2014 Toyota Fortuner,151191,Diesel,Manual,WB-40,"EMI ₹7,312/m*",₹4.75 lakh, Sipri Bazar Jhansi Uttar Pradesh 284003
2016 Maruti Baleno,69578,Petrol,Manual,WB-02,₹3.74 lakh,₹3.00 lakh, Near Asha Electricals Jhansi
2015 Hyundai Elite i20,124973,Petrol,Manual,WB-38,"EMI ₹10,529/m*",₹1.27 lakh, Siddheshwar Nagar Jhansi Uttar Pradesh
2012 Mahindra XUV500,100603,Diesel,Manual,WB-40,₹3.17 lakh,₹1.20 lakh, 1652 Kamla villa Maharana pratap nagar medical pichore jhansi Jhansi
2011 Ford Figo,149672,Diesel,Manual,WB-40,"EMI ₹7,639/m*",₹2.50 lakh, Mathura Mathura Uttar Pradesh
2011 Maruti Swift,161206,Diesel,Manual,WB-40,₹2.30 lakh,₹4.10 lakh, Mathura Sukhdev Nagar headpump wali GaliLand mark Kamrup ki taal Mathura
2013 Hyundai i20,144956,Diesel,Manual,WB-40,"EMI ₹13,922/m*",₹3.65 lakh, Krishna Nagar Mathura
2020 KIA SELTOS,187272,Diesel,Manual,WB-44,₹4.19 lakh,₹4.48 lakh, Dampier Nagar Mathura Uttar Pradesh
2017 Maruti Celerio,39179,Petrol,Manual,WB-38,"EMI ₹7,873/m*",₹3.39 lakh, Goverdhan Chauraha Surya Nagar Mathura
2014 Maruti Swift Dzire,173668,Diesel,Manual,CG-04,₹4.46 lakh,₹1.90 lakh, Dao office Dao office Mathura
2010 Chevrolet Cruze,56773,Diesel,Manual,WB-06,"EMI ₹7,805/m*",₹2.70 lakh, Varshney house shriji shivasa estate gate number 2 Mathura
2016 Maruti Swift,69696,Petrol,Manual,WB-40,₹2.35 lakh,₹2.13 lakh, Mathura Cantonment Mathura Uttar Pradesh
2014 Maruti Swift Dzire,131661,Diesel,Manual,WB-39,"EMI ₹7,488/m*",₹1.30 lakh, Manoharpura Mathura
2020 Maruti S PRESSO,115110,CNG,Manual,WB-40,₹3.83 lakh,₹5.54 lakh, Pushpanjali upvan Pushpanjali upvan Mathura
2016 Datsun Redi Go,67379,Petrol,Manual,WB-40,"EMI ₹9,197/m*",₹1.95 lakh, Kusum Vatika Govindpur Uttar Pradesh
2022 Honda City,27543,Petrol,Manual,WB-38,₹5.33L₹5.21 lakh+ other charges,₹3.29 lakh, Goverdhan Chauraha Surya Nagar Mathura
2022 Mahindra XUV300,68752,Diesel,Manual,MH-47,"EMI ₹3,581/m*",₹3.00 lakh, Lakshmi nagar mathura Jain mandir mathura Mathura
2012 Maruti Swift Dzire,122828,Diesel,Manual,WB-16,₹1.80L₹1.61 lakh+ other charges,₹2.15 lakh, Janam Bhumi Mathura Uttar Pradesh
2013 Hyundai Eon,56123,Petrol,Manual,WB-38,"EMI ₹4,148/m*",₹2.65 lakh, Near American English and Jaiswal dental clinic maholi road Mathura
2015 Maruti S Cross,100082,Diesel,Manual,WB-40,₹2.39L₹2.35 lakh+ other charges,₹7.50 lakh, Mathura Mathura Uttar Pradesh
2013 Hyundai i10,74250,Petrol,Manual,WB-26,"EMI ₹5,003/m*",Account , Mayur Vihar Mathura
2024 KIA SONET,47966,Petrol,Manual,WB-74,₹2.20L₹1.90 lakh+ other charges,Account , Shashtri Nagar Bajna
2015 Honda Amaze,119209,CNG,Manual,WB-02,"EMI ₹4,924/m*",Account , Mayur Vihar Mathura Uttar Pradesh
2016 Hyundai Eon,61314,Petrol,Manual,WB-74,₹2.25L₹1.87 lakh+ other charges,Account , Kathoti Kua Kathoti Kua Mathura
2016 Hyundai Elite i20,133149,Diesel,Manual,WB-74,"EMI ₹7,763/m*",Account , 0.5 km away Ambala Division Urban Estate Ambala
2012 Toyota Etios,96267,Petrol,Manual,WB-16,₹4.12L₹3.49 lakh+ other charges,₹2.11 lakh, 0.7 km away Distt ambala city Ambala
2019 Tata Tiago,78632,Petrol,Manual,WB-74,"EMI ₹4,427/m*",₹4.00 lakh, 0.7 km away Village & Post Office BOH Near- Meena Bazaar Ambala
2011 Ford Figo,129731,Petrol,Manual,WB-74,₹2.51L₹1.99 lakh+ other charges,₹6.76 lakh, 0.9 km away Preet Nagar Ambala Haryana
2026 Toyota Glanza,3496,Petrol,Manual,WB-70,"EMI ₹10,874/m*",₹5.36 lakh, 1.0 km away Vijay Nagar Ambala Haryana
2022 Maruti IGNIS,51576,Petrol,Manual,WB-74,₹3.16L₹2.31 lakh+ other charges,₹1.10 lakh, 11.6 km away Vihar Colony Lalru
2019 Honda Amaze,66614,Petrol,Manual,BR-37,"EMI ₹5,267/m*",₹1.99 lakh, 17.8 km away near gurdwara sahib Humbra
2012 Hyundai Eon,90226,Petrol,Manual,AS-07,₹2.33L₹2.00 lakh+ other charges,₹2.85 lakh, 22.3 km away Natwal Natwal
2021 Renault Kwid,36800,Petrol,Manual,WB-74,"EMI ₹6,043/m*",₹1.66 lakh, 23.8 km away Mohan Nagar Dera Bassi
2012 Hyundai Verna,116280,Diesel,Manual,WB-74,₹4.04L₹3.42 lakh+ other charges,₹1.08 lakh, 27.3 km away 50 50 Zirakpur
2019 Hyundai Elite i20,110292,Diesel,Manual,WB-74,"EMI ₹13,518/m*",₹2.23 lakh, 27.6 km away house no F101 pocket R2 Independent Zirakpur
2016 Maruti Swift,98794,Diesel,Manual,WB-60,₹4.45L₹4.07 lakh+ other charges,₹1.65 lakh, 28.8 km away JLPL Industrial Area Manauli
2023 Volkswagen VIRTUS,58287,Petrol,Manual,WB-06,"EMI ₹12,922/m*",₹1.50 lakh, 29.4 km away Zirakpur Mohali Punjab
2013 Chevrolet Sail,164684,Diesel,Manual,WB-74,₹7.50L₹7.32 lakh+ other charges,₹11.50 lakh, 29.7 km away Gmada Aerocity Sahibzada Ajit Singh Nagar Punjab
2011 Maruti Alto K10,34532,Petrol,Manual,HR-26,"EMI ₹11,592/m*",₹1.15 lakh, 30.2 km away Sector 82A Sahibzada Ajit Singh Nagar Punjab
